Disease1	Disease1_id	RELATION	PROVENANCE	Disease2	Disease2_id
Tracheal Stenosis	C0040583	IS_A		Tracheal Diseases	C0040580
High Pressure Neurological Syndrome	C0019537	IS_A		CNS disorder	C0007682
Fibrocystic change, proliferative type with atypia	C0334056	IS_A		Breast Fibrocystic Disease	C0016034
Monkeypox (disorder)	C0276180	IS_A		Virus Diseases	C0042769
Vaccinia	C0042214	IS_A		Virus Diseases	C0042769
Gangliosidoses, GM2	C0268274	IS_A		Gangliosidoses	C0017083
Purpura, Hyperglobulinemic	C0034151	IS_A		Purpura	C0034150
Epilepsy, Partial, Sensory	C0752322	IS_A		Epilepsies, Partial	C0014547
Haemonchiasis	C0018477	IS_A		Trichostrongyloidiasis	C0040947
Coronary Aneurysm	C0010051	IS_A		Heart Aneurysm	C0018789
Heart Aneurysm	C0018789	IS_A		Heart Diseases	C0018799
Bacterial Vaginosis	C0085166	IS_A		Vaginitis and vulvovaginitis	C0042268
Accessory Nerve Disorder	C0152180	IS_A		Disorders of other cranial nerves	C0154730
Carotid Artery Thrombosis	C0007274	IS_A		Intracranial Thrombosis	C0752143
Idiopathic Granulomatous Myositis	C1334150	IS_A		Myositis	C0027121
Cerebritis	C0742115	IS_A		Encephalopathies	C0085584
Viral Laryngitis	C0853195	IS_A		Acute laryngitis with obstruction	C0949123
Acute laryngitis with obstruction	C0949123	IS_A		Laryngitis	C0023067
Cervix Erosion	C0007869	IS_A		Cervix Diseases	C0007867
Blepharochalasis	C0005742	IS_A		Eyelid Diseases	C0015423
Septicemic Plague	C0152936	IS_A		Plague	C0032064
Necrobiosis Lipoidica	C0027538	IS_A		Skin Diseases, Genetic	C0037277
Cellulitis of hand	C0007646	IS_A		Connective Tissue Diseases	C0009782
Mixed Connective Tissue Disease	C0026272	IS_A		Collagen Diseases	C0009326
Lateral Medullary Syndrome	C0043019	IS_A		Brain Stem Infarctions	C0521542
Brain Stem Infarctions	C0521542	IS_A		Brain Infarction	C0751955
Infarction, Anterior Cerebral Artery	C0751843	IS_A		Cerebral Infarction	C0007785
Wasting Disease, Chronic	C1135993	IS_A		Prion Diseases	C0162534
Superior Mesenteric Artery Syndrome	C0038828	IS_A		Duodenal Obstruction	C0013292
Sinus Thrombosis, Intracranial	C0037198	IS_A		Intracranial Thrombosis	C0752143
Lateral Sinus Thrombosis	C0270639	IS_A		Sinus Thrombosis, Intracranial	C0037198
Cavernous Sinus Thrombosis	C0238454	IS_A		Sinus Thrombosis, Intracranial	C0037198
Sagittal Sinus Thrombosis	C0338575	IS_A		Sinus Thrombosis, Intracranial	C0037198
Endometriosis of cervix	C0269107	IS_A		Cervix Diseases	C0007867
Retinal Necrosis Syndrome, Acute	C0035319	IS_A		Retinitis	C0035333
beta-Mannosidosis	C4048196	IS_A		Lysosomal Storage Diseases	C0085078
Sialuria	C0342853	IS_A		Lysosomal Storage Diseases	C0085078
Olfactory Nerve Disorder	C0751937	IS_A		Disorders of other cranial nerves	C0154730
Pericoronitis	C0031055	IS_A		Gingival Diseases	C0017563
Plexopathy	C1335437	IS_A		Degenerative disorder	C1285162
Acute sanguineous otitis media	C0395865	IS_A		Acute transudative otitis media	C0271432
Acute allergic sanguinous otitis media	C0155420	IS_A		Acute sanguineous otitis media	C0395865
Theileriasis	C0039753	IS_A		Protozoan Infections	C0033740
Hermanski-Pudlak Syndrome	C0079504	IS_A		Syndrome	C0039082
Granuloma Annulare	C0085074	IS_A		Dermatitis	C0011603
Diseases of external ear	C0155388	IS_A		Ear Diseases	C0013447
Crigler Najjar syndrome, type 1	C0010324	IS_A		Hyperbilirubinemia, Hereditary	C0020435
Porokeratosis, Disseminated Superficial Actinic	C0265970	IS_A		Keratosis	C0022593
Palsy of glossopharyngeal nerve	C5231192	IS_A		Cranial nerve palsies	C0151311
Dermatitis, Toxicodendron	C0032342	IS_A		Dermatitis, Allergic Contact	C0162820
Infarction, Posterior Cerebral Artery	C0752132	IS_A		Cerebral Infarction	C0007785
Shwartzman Phenomenon	C0037018	IS_A		Vasculitis	C0042384
Acute intermittent porphyria	C0162565	IS_A		Porphyrias, Hepatic	C0162533
Vulvitis	C0042996	IS_A		Vulvar Diseases	C0042994
Adiposis Dolorosa	C0001529	IS_A		Lipomatosis	C0023801
Anterior Compartment Syndrome	C0003152	IS_A		Compartment syndromes	C0009492
Primary eosinophilic endomyocardial restrictive cardiomyopathy	C0264834	IS_A		Restrictive cardiomyopathy	C0007196
Hallervorden-Spatz Syndrome	C0018523	IS_A		Neurodegeneration with brain iron accumulation (NBIA)	C2931845
Oesophagostomiasis	C0028887	IS_A		Helminthiasis	C0018889
Ostertagiasis	C0029471	IS_A		Trichostrongyloidiasis	C0040947
Tuberculosis, Multidrug-Resistant	C0206526	IS_A		Tuberculoma	C0041295
Tuberculosis, Oral	C0041323	IS_A		Tuberculosis, Gastrointestinal	C0041312
Eosinophilic gastritis	C0267154	IS_A		Gastritis	C0017152
Gastritis caused by bacterium	C0948039	IS_A		Gastritis	C0017152
Gastritis caused by fungus	C0948638	IS_A		Gastritis	C0017152
Lymphocytic gastritis	C1283271	IS_A		Gastritis	C0017152
Necrotising gastritis	C0877152	IS_A		Gastritis	C0017152
Granulomatous gastritis	C1112577	IS_A		Gastritis	C0017152
Tuberculosis, Hepatic	C0041313	IS_A		Liver diseases	C0023895
Duodenogastric Reflux	C0013299	IS_A		Duodenal Diseases	C0013289
Tricuspid Valve Stenosis	C0040963	IS_A		Rheumatic tricuspid valve disease	C0264776
Ulnar Neuropathies	C0154743	IS_A		Mononeuropathies	C0494491
Periapical Granuloma	C0031029	IS_A		Periapical Periodontitis	C0031030
Maffucci Syndrome	C0024454	IS_A		Syndrome	C0039082
Submandibular lymphadenitis	C0235591	IS_A		Cervical lymphadenitis	C0149642
Cervical lymphadenitis	C0149642	IS_A		Acute lymphadenitis	C0157705
Postauricular lymphadenitis	C0919638	IS_A		Acute lymphadenitis	C0157705
Suppurative lymphadenopathy	C0392051	IS_A		Acute lymphadenitis	C0157705
Axillary lymphadenitis	C0919797	IS_A		Acute lymphadenitis	C0157705
Erythrasma	C0014752	IS_A		Pyoderma	C0034212
Biliary Dyskinesia	C0005416	IS_A		Gall Bladder Diseases	C0016977
Pseudopseudohypoparathyroidism	C0033835	IS_A		Pseudohypoparathyroidism	C0033806
Mutism	C0026884	IS_A		Speech Disorders	C0037822
Femoral Neuropathy	C0751931	IS_A		Mononeuropathies	C0494491
Peroneal Neuropathies	C0747533	IS_A		Mononeuropathies	C0494491
Coronary Restenosis	C0948480	IS_A		Coronary Stenosis	C0242231
Gerstmann-Straussler-Scheinker Disease	C0017495	IS_A		Prion Diseases	C0162534
Conjunctivochalasis	C0878693	IS_A		Conjunctival Diseases	C0009759
Melorheostosis	C0025239	IS_A		Osteosclerosis	C0029464
Cortical Congenital Hyperostosis	C0020497	IS_A		Osteitis	C0029400
Encephalitozoonosis	C0085412	IS_A		Microsporidiosis	C0085407
Gynatresia	C0018414	IS_A		Female Genital Diseases	C0017411
Polyradiculopathy	C0032586	IS_A		Radiculopathy	C0700594
Myofascial Pain Syndromes	C0027073	IS_A		Myopathy	C0026848
Epidermolysis Bullosa Acquisita	C0079293	IS_A		Epidermolysis Bullosa	C0014527
Hemorrhagic Fever, Ebola	C0282687	IS_A		Virus Diseases	C0042769
Marburg Virus Disease	C0024788	IS_A		Virus Diseases	C0042769
Erdheim-Chester Disease	C0878675	IS_A		Histiocytosis, Non-Langerhans-Cell	C0019624
Parovarian Cyst	C0030584	IS_A		Female Genital Diseases	C0017411
Tinea Favosa	C0040254	IS_A		Dermatophytosis of scalp and beard	C0011640
Dermatophytosis of scalp and beard	C0011640	IS_A		Dermatophytosis	C0011636
Variegate Porphyria	C0162532	IS_A		Porphyrias, Hepatic	C0162533
Lymphocele	C0024248	IS_A		Lymphatic Diseases	C0024228
Disorder of ciliary body	C0271100	IS_A		Iris Diseases	C0022078
Mineralocorticoid Excess Syndrome, Apparent	C0342488	IS_A		Steroid Metabolism, Inborn Errors	C1257809
Stomach Diverticulosis	C1148546	IS_A		Stomach Diseases	C0038354
Silo Filler's Disease	C0037120	IS_A		Lung diseases	C0024115
Granulomatous dermatitis	C0743086	IS_A		Dermatitis	C0011603
Dermatitis acneiform	C0234894	IS_A		Dermatitis	C0011603
Dermatosis Papulosa Nigra	C0011645	IS_A		Dermatitis	C0011603
Dermatitis, Occupational	C0028796	IS_A		Contact Dermatitis	C0011616
Spongiotic dermatitis	C0262984	IS_A		Dermatitis	C0011603
Folliculitis	C0016436	IS_A		Hair Diseases	C0018500
Hepatitis E	C0085293	IS_A		Virus Diseases	C0042769
Sea-Blue Histiocyte Syndrome	C0036489	IS_A		Sphingolipidoses	C0037899
Bartter Disease	C0004775	IS_A		Renal Tubular Transport, Inborn Errors	C0035091
Atopic rhinitis	C0002103	IS_A		Rhinitis	C0035455
Hallermann's Syndrome	C0018522	IS_A		Syndrome	C0039082
Oral leukoedema	C0023523	IS_A		Mouth Diseases	C0026636
Ludwig's Angina	C0024081	IS_A		Cellulitis of hand	C0007646
Ascariasis	C0003950	IS_A		Helminthiasis	C0018889
Non Specific Chronic Endometritis	C1335061	IS_A		Endometritis	C0014179
Granulomatous Endometritis	C1333876	IS_A		Endometritis	C0014179
Rapidly progressive glomerulonephritis	C0221239	IS_A		Glomerulonephritis	C0017658
Multiple Chemical Sensitivity	C0242992	IS_A		Syndrome	C0039082
Filamentary keratitis	C0155077	IS_A		Keratitis	C0022568
Uremic neuropathy	C0268708	IS_A		Uremia	C0041948
Endophthalmitis	C0014236	IS_A		Other degenerative disorders of globe	C0154780
Intracranial Hypotension	C0524812	IS_A		Encephalopathies	C0085584
Rhinitis, Atrophic	C0035459	IS_A		Rhinitis	C0035455
Other acne	C0029485	IS_A		Skin Diseases, Genetic	C0037277
Exudative glomerulonephritis	C0546345	IS_A		Glomerulonephritis	C0017658
Proliferative glomerulonephritis	C0235618	IS_A		Glomerulonephritis	C0017658
Focal Embolic Glomerulonephritis	C0238143	IS_A		Glomerulonephritis	C0017658
Anti-Basement Membrane Glomerulonephritis	C1332309	IS_A		Anti-Glomerular Basement Membrane Disease	C0403529
Subacute glomerulonephritis	C1263744	IS_A		Glomerulonephritis	C0017658
Mesangial proliferative glomerulonephritis	C0221238	IS_A		Glomerulonephritis	C0017658
Immune-complex glomerulonephritis	C0744421	IS_A		Glomerulonephritis	C0017658
Tay-Sachs Disease, AB Variant	C0268275	IS_A		Gangliosidoses, GM2	C0268274
Space Motion Sickness	C0242700	IS_A		Motion Sickness	C0026603
Vascular Hemostatic Disorders	C0600502	IS_A		Hemorrhagic Disorders	C0019087
Osteolysis, Essential	C0029436	IS_A		Syndrome	C0039082
Colorado Tick Fever	C0009400	IS_A		Virus Diseases	C0042769
King's Evil	C0242830	IS_A		Disorder of lymph node	C0272394
Actinobacillosis	C0001247	IS_A		Other respiratory system diseases	C0029582
Elephantiasis	C0013882	IS_A		Lymphedema	C0024236
Acute nonparalytic poliomyelitis	C0152998	IS_A		Poliomyelitis	C0032371
Pancreatitis, Alcoholic	C0376670	IS_A		Pancreatitis	C0030305
Langer-Giedion Syndrome	C0023003	IS_A		Syndrome	C0039082
Iodine hypothyroidism	C0154159	IS_A		Hypothyroidism	C0020676
Infarction of testis	C0392041	IS_A		Testicular Diseases	C0039584
Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, with intractable epilepsy	C0154712	IS_A		Epilepsies, Partial	C0014547
Borna Disease	C0006023	IS_A		Virus Diseases	C0042769
Arteriolosclerosis	C0878486	IS_A		Arteriosclerosis	C0003850
Aortitis	C0003509	IS_A		Aortic Diseases	C0003493
Fructose-1,6-Diphosphatase Deficiency	C0016756	IS_A		Carbohydrate Metabolism, Inborn Errors	C0007001
Peripheral demyelinating neuropathy	C0270922	IS_A		Polyneuropathy	C0152025
Polyneuropathy chronic	C1167650	IS_A		Polyneuropathy	C0152025
Acute Hemorrhagic Encephalitis	C1332149	IS_A		Encephalitis	C0014038
Encephalitis Lethargica	C0014040	IS_A		Encephalitis	C0014038
Hepatoerythropoietic Porphyria	C0162569	IS_A		Porphyrias, Hepatic	C0162533
Aortic Valve Prolapse	C0003505	IS_A		Aortic valve disorder	C1260873
Normocytic anemia	C0085577	IS_A		Anemia	C0002871
Anterolateral Myocardial Infarction	C0262564	IS_A		Myocardial Infarction	C0027051
Septal myocardial infarction	C0746727	IS_A		Myocardial Infarction	C0027051
Posterior myocardial infarction	C0340319	IS_A		Myocardial Infarction	C0027051
Cyclic neutropenia	C0221023	IS_A		Neutropenia	C0027947
Focal Epithelial Hyperplasia	C0206067	IS_A		Virus Diseases	C0042769
Hemoglobin D disease	C0272080	IS_A		Hemoglobinopathies	C0019045
Hemoglobin E disease	C0238159	IS_A		Hemoglobinopathies	C0019045
Osteitis Deformans	C0029401	IS_A		Hyperostosis	C0020492
Scrapie	C0036457	IS_A		Prion Diseases	C0162534
Pulmonary Veno-Occlusive Disease (disorder)	C0034091	IS_A		Pulmonary Hypertension	C0020542
Cochlear Diseases	C0009197	IS_A		Diseases of inner ear	C0494559
Pediculus capitis infestation	C0030757	IS_A		Lice Infestations	C0030756
Unspecified respiratory conditions due to fumes and vapors	C0041881	IS_A		Pneumonia	C0032285
Body louse infestation	C0030758	IS_A		Lice Infestations	C0030756
Volkmann Contracture	C0042951	IS_A		Connective Tissue Diseases	C0009782
Marcus Gunn phenomenon	C0266521	IS_A		Cranial nerve diseases	C0010266
Dental Pulp Calcification	C0011401	IS_A		Dental Pulp Diseases	C0011405
Diffuse Pulmonary Fibrosis	C0865849	IS_A		Pulmonary Fibrosis	C0034069
Localized pulmonary fibrosis	C0340127	IS_A		Pulmonary Fibrosis	C0034069
Tricuspid Valve Prolapse	C0040962	IS_A		Rheumatic tricuspid valve disease	C0264776
Hypoactive bilateral labyrinthine dysfunction	C0155518	IS_A		Labyrinthine dysfunction	C0155514
Nerve fiber bundle defect	C0474334	IS_A		Retinal Diseases	C0035309
Salpingitis isthmica nodosa	C0269043	IS_A		Chronic salpingitis	C0269041
Pyosalpinx	C0034220	IS_A		Salpingitis	C0036130
Rheumatic disease of pulmonary valve	C0155579	IS_A		Pulmonary Valve Disorder	C0034087
Endocervicitis	C0014127	IS_A		Uterine cervicitis and endocervicitis	C0007861
Oral Submucous Fibrosis	C0029172	IS_A		Mouth Diseases	C0026636
Atrophic flaccid tympanic membrane	C0155470	IS_A		Disorder of tympanic membrane	C0041825
Uric acid urolithiasis	C0403719	IS_A		Calculus of kidney and ureter	C0156257
Calculus of kidney and ureter	C0156257	IS_A		Kidney Diseases	C0022658
Discrete Subaortic Stenosis	C0012628	IS_A		Subaortic stenosis	C0340375
Adenosine deaminase deficiency	C0268124	IS_A		Severe Combined Immunodeficiency	C0085110
Bare Lymphocyte Syndrome	C0242583	IS_A		Severe Combined Immunodeficiency	C0085110
Purine-nucleoside phosphorylase deficiency	C0268125	IS_A		Combined immunodeficiency disease	C2711630
Lateral myocardial infarction	C0340312	IS_A		Myocardial Infarction	C0027051
Silent myocardial infarction	C0340324	IS_A		Myocardial Infarction	C0027051
Anteroseptal Myocardial Infarction	C0262565	IS_A		Myocardial Infarction	C0027051
Eosinophilic Pneumonia	C1527407	IS_A		Pneumonia	C0032285
Breast Apocrine Adenosis	C1332314	IS_A		Breast Fibrocystic Change, Non-Proliferative Type	C1332628
Selective immunoglobulin E deficiency	C0398694	IS_A		Dysgammaglobulinemia	C0013374
Brown-Sequard Syndrome	C0242644	IS_A		Paraplegia	C0030486
Herpetic Gastritis	C1333996	IS_A		Viral gastritis	C0563238
Gastric Cronkhite Canada Polyposis	C1333764	IS_A		Stomach Diseases	C0038354
Transient Hypogammaglobulinemia	C0859960	IS_A		Hypogammaglobulinemia	C0086438
Viral esophagitis	C0341110	IS_A		Virus Diseases	C0042769
Ectopic thymus	C1333375	IS_A		Disease of thymus gland	C0154199
Myelinolysis, Central Pontine	C0206083	IS_A		Demyelinating Diseases	C0011303
Hypersplenism	C0020532	IS_A		Splenic Diseases	C0037997
Arbovirus encephalitis	C0014055	IS_A		Encephalitis	C0014038
Kuru	C0022802	IS_A		Prion Diseases	C0162534
Overnutrition	C1257763	IS_A		Nutrition Disorders	C3714509
Diffuse infiltrative lymphocytosis syndrome	C1333292	IS_A		Syndrome	C0039082
Myositis Ossificans	C0027122	IS_A		Myositis	C0027121
Traumatic spondylopathy	C0152088	IS_A		Spondylarthropathies	C0949691
Kissing spine	C0158248	IS_A		Spondylarthropathies	C0949691
Dentin Dysplasia	C0011430	IS_A		Other specified diseases of hard tissues of teeth	C0029770
Anisakiasis	C0162576	IS_A		Helminthiasis	C0018889
Achard syndrome	C1332135	IS_A		Syndrome	C0039082
Posterior Cervical Sympathetic Syndrome	C0376378	IS_A		Syndrome	C0039082
Juvenile Chronic Polyarthritis	C0409667	IS_A		Rheumatoid Arthritis	C0003873
Peroneal Nerve Paralysis	C0270810	IS_A		Non-Neoplastic Peripheral Nervous System Disorder	C1335029
Acute lacrimal canaliculitis	C0339130	IS_A		Acute inflammation of lacrimal passages	C0339129
Acute inflammation of lacrimal passages	C0339129	IS_A		Lacrimal Apparatus Diseases	C0022904
Dentin Sensitivity	C0011432	IS_A		Other specified diseases of hard tissues of teeth	C0029770
Localized scleroderma	C0036420	IS_A		Scleroderma	C0011644
Whipple Disease	C0023788	IS_A		Intestinal Diseases	C0021831
Irradiation cystitis	C0156270	IS_A		Cystitis	C0010692
Cystitis cystica	C0152262	IS_A		Cystitis	C0010692
Subacute thyroiditis	C0040149	IS_A		Thyroiditis	C0040147
Autoimmune hemolytic anemia	C0002880	IS_A		Anemia, Hemolytic	C0002878
Subacute lymphocytic thyroiditis	C1306804	IS_A		Thyroiditis	C0040147
Female stress incontinence	C0038437	IS_A		Urinary Bladder Diseases	C0005686
Selective immunoglobulin D deficiency	C0398695	IS_A		Selective Immunoglobulin Isotype Deficiency	C1335942
Nodular episcleritis	C0155352	IS_A		Scleral Diseases	C0036412
Nodular fasciitis	C0410005	IS_A		Fasciitis	C0015645
Tuberculosis of esophagus	C0152902	IS_A		Esophageal Diseases	C0014852
Ovarian Stromal Hyperthecosis	C1518743	IS_A		Ovarian Diseases	C0029928
Thymic Dysplasia	C1331541	IS_A		Disease of thymus gland	C0154199
Kimura Disease	C0033838	IS_A		Skin Diseases, Genetic	C0037277
Hypoplasia of the pituitary gland	C0948740	IS_A		Other and unspecified anterior pituitary hyperfunction	C0029493
Nijmegen Breakage Syndrome	C0398791	IS_A		Syndrome	C0039082
Cutaneous anthrax	C0003177	IS_A		Anthrax disease	C0003175
Chronic Metabolic Polyneuropathy	C1333042	IS_A		Polyneuropathy chronic	C1167650
Oxyuriasis	C0030100	IS_A		Helminthiasis	C0018889
Juvenile osteochondrosis of tibial tubercle	C0029376	IS_A		Osteitis	C0029400
Peptic Ulcer Perforation	C0030925	IS_A		Peptic Ulcer	C0030920
Acute gonococcal endometritis	C0153196	IS_A		Acute endometritis	C0238103
Tuberculosis of bladder	C0152793	IS_A		Urinary Bladder Diseases	C0005686
Gonorrhea	C0018081	IS_A		Fallopian Tube Diseases	C0015556
Glossopharyngeal Motor Neuropathy	C0751942	IS_A		Peripheral motor neuropathy	C0235025
Asymmetric Motor Neuropathy	C1332341	IS_A		Peripheral motor neuropathy	C0235025
Macular Holes	C0024441	IS_A		Retinal Diseases	C0035309
Retinal telangiectasia	C0154835	IS_A		Retinal Vascular Disorder	C0154833
Exudative retinopathy	C0154832	IS_A		Retinal telangiectasia	C0154835
Infection of kidney	C0021313	IS_A		Kidney Diseases	C0022658
Chronic Toxic Polyneuropathy	C1333048	IS_A		Polyneuropathy chronic	C1167650
Mite Infestations	C0026229	IS_A		Ectoparasitic Infestations	C0013578
Tamoxifen-Related Endometrial Disorder	C1515212	IS_A		Endometrial disorder	C0151622
Occlusion and stenosis of carotid artery without mention of cerebral infarction	C0375275	IS_A		Occlusion and stenosis of unspecified precerebral artery	C0155727
Urethra Fibroepithelial Polyp	C1336884	IS_A		Urethral Diseases	C0041969
Neuronitis	C0027881	IS_A		CNS disorder	C0007682
Unspecified infective arthritis, ankle and foot	C0157849	IS_A		Arthritis	C0003864
Interstitial myocarditis	C0027060	IS_A		Myocarditis	C0027059
Mediastinitis	C0025064	IS_A		Connective Tissue Diseases	C0009782
Tuberculosis of ureter	C0152800	IS_A		Tuberculosis, Urogenital	C0041333
Breast Sclerosing Adenosis	C1335931	IS_A		Fibrocystic change, proliferative type with atypia	C0334056
Complement component 3 deficiency	C1332655	IS_A		Complement deficiency disease	C0272242
Trombiculiasis	C0041170	IS_A		Mite Infestations	C0026229
Suberosis	C0152108	IS_A		Extrinsic allergic alveolitis	C0002390
Meckel's diverticulitis	C0267497	IS_A		Diverticulitis	C0012813
Physiological polycythemia	C0856817	IS_A		Polycythemia	C0032461
Afferent Loop Syndrome	C0001727	IS_A		Postgastrectomy Syndromes	C0032763
Brachial plexus lesion	C0006091	IS_A		Brachial Plexus Neuropathies	C0700251
Intestinal Volvulus	C0042961	IS_A		Intestinal Obstruction	C0021843
