Gene	Gene_id	RELATION	PROVENANCE	Disease	Disease_id
RRM2B gene	C1424883	ASSOCIATED_WITH		Depletion of mitochondrial DNA	C0342782
CLPX gene	C1413508	ASSOCIATED_WITH		Erythropoietic Protoporphyria	C0162568
UQCRC2 gene	C1442768	ASSOCIATED_WITH		MITOCHONDRIAL COMPLEX III DEFICIENCY (disorder)	C1852372
NUP62 gene	C1417895	ASSOCIATED_WITH		STRIATONIGRAL DEGENERATION, INFANTILE (disorder)	C0795996
COX14 gene	C1824382	ASSOCIATED_WITH		MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 10	C5436692
COX20 gene	C3469918	ASSOCIATED_WITH		MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 11	C5436694
FDX1L gene	C2239449	ASSOCIATED_WITH		Mitochondrial Myopathies	C0162670
COA3 gene	C1824580	ASSOCIATED_WITH		Mitochondrial Diseases	C0751651
COA3 gene	C1824580	ASSOCIATED_WITH		MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 14	C5436710
COX16 gene	C1426780	ASSOCIATED_WITH		MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 22	C5543491
FARS2 gene	C1539476	ASSOCIATED_WITH		Mitochondrial Encephalomyopathies	C0162666
FARS2 gene	C1539476	ASSOCIATED_WITH		Leigh Disease	C0023264
FARS2 gene	C1539476	ASSOCIATED_WITH		Spastic Paraplegia, Hereditary	C0037773
UQCRFS1 gene	C1421371	ASSOCIATED_WITH		Cardiomyopathies	C0878544
UQCRFS1 gene	C1421371	ASSOCIATED_WITH		Acidosis, Lactic	C0001125
UQCRFS1 gene	C1421371	ASSOCIATED_WITH		MITOCHONDRIAL COMPLEX III DEFICIENCY (disorder)	C1852372
RARS2 gene	C1427551	ASSOCIATED_WITH		Mitochondrial Diseases	C0751651
RARS2 gene	C1427551	ASSOCIATED_WITH		Pontoneocerebellar hypoplasia	C1261175
RARS2 gene	C1427551	ASSOCIATED_WITH		Pontocerebellar Hypoplasia Type 6	C1969084
MYO7A gene	C1417569	ASSOCIATED_WITH		Auditory neuropathy	C1852271
MYO7A gene	C1417569	ASSOCIATED_WITH		Hereditary retinal dystrophy	C0154860
MYO7A gene	C1417569	ASSOCIATED_WITH		Leber Congenital Amaurosis	C0339527
MYO7A gene	C1417569	ASSOCIATED_WITH		Retinal Dystrophies	C0854723
MYO7A gene	C1417569	ASSOCIATED_WITH		Sensorineural hearing loss, bilateral	C0452138
MYO7A gene	C1417569	ASSOCIATED_WITH		Meniere Disease	C0025281
MYO7A gene	C1417569	ASSOCIATED_WITH		Sensorineural Hearing Loss (disorder)	C0018784
MYO7A gene	C1417569	ASSOCIATED_WITH		Nonsyndromic Deafness	C3711374
MYO7A gene	C1417569	ASSOCIATED_WITH		Retinitis Pigmentosa	C0035334
MYO7A gene	C1417569	ASSOCIATED_WITH		DEAFNESS, AUTOSOMAL RECESSIVE 2	C1838701
MYO7A gene	C1417569	ASSOCIATED_WITH		Usher Syndrome	C0271097
MYO7A gene	C1417569	ASSOCIATED_WITH		Usher Syndrome, Type I	C1568247
MYO15A gene	C1417557	ASSOCIATED_WITH		Sensorineural hearing loss, bilateral	C0452138
MYO15A gene	C1417557	ASSOCIATED_WITH		Sensorineural Hearing Loss (disorder)	C0018784
CNGA1 gene	C1413543	ASSOCIATED_WITH		Retinal Dystrophies	C0854723
CNGA1 gene	C1413543	ASSOCIATED_WITH		Hereditary retinal dystrophy	C0154860
CNGA1 gene	C1413543	ASSOCIATED_WITH		RETINITIS PIGMENTOSA 1	C0220701
CNGA1 gene	C1413543	ASSOCIATED_WITH		Retinitis Pigmentosa	C0035334
SLC9A1 gene	C1420232	ASSOCIATED_WITH		Barrett Esophagus	C0004763
SLC9A1 gene	C1420232	ASSOCIATED_WITH		Congestive heart failure	C0018802
SLC9A1 gene	C1420232	ASSOCIATED_WITH		Heart failure	C0018801
IDH3B gene	C1415879	ASSOCIATED_WITH		Retinitis Pigmentosa	C0035334
PANK2 gene	C1423814	ASSOCIATED_WITH		Retinitis Pigmentosa	C0035334
PANK2 gene	C1423814	ASSOCIATED_WITH		Neurodegeneration with brain iron accumulation (NBIA)	C2931845
PANK2 gene	C1423814	ASSOCIATED_WITH		Neurodegenerative Disorders	C0524851
PANK2 gene	C1423814	ASSOCIATED_WITH		Hallervorden-Spatz Syndrome	C0018523
OTX2 gene	C1418202	ASSOCIATED_WITH		Fetal Alcohol Spectrum Disorders	C2985290
OTX2 gene	C1418202	ASSOCIATED_WITH		Fetal Alcohol Syndrome	C0015923
OTX2 gene	C1418202	ASSOCIATED_WITH		Leber Congenital Amaurosis	C0339527
OTX2 gene	C1418202	ASSOCIATED_WITH		Retinal Dystrophies	C0854723
OTX2 gene	C1418202	ASSOCIATED_WITH		Panhypopituitarism	C0242343
BCL11B gene	C1421887	ASSOCIATED_WITH		IMMUNODEFICIENCY 49	C4310656
FAS gene	C1539477	ASSOCIATED_WITH		Cystic Fibrosis	C0010674
FAS gene	C1539477	ASSOCIATED_WITH		Behcet Syndrome	C0004943
FAS gene	C1539477	ASSOCIATED_WITH		Hypersplenism	C0020532
FAS gene	C1539477	ASSOCIATED_WITH		Nonalcoholic Steatohepatitis	C3241937
FAS gene	C1539477	ASSOCIATED_WITH		Cardiomyopathy, Dilated	C0007193
FAS gene	C1539477	ASSOCIATED_WITH		Liver Failure, Acute	C0162557
FAS gene	C1539477	ASSOCIATED_WITH		Myasthenia Gravis	C0026896
FAS gene	C1539477	ASSOCIATED_WITH		Multiple Sclerosis, Relapsing-Remitting	C0751967
FAS gene	C1539477	ASSOCIATED_WITH		Non-alcoholic Fatty Liver Disease	C0400966
FAS gene	C1539477	ASSOCIATED_WITH		Nephritis	C0027697
FAS gene	C1539477	ASSOCIATED_WITH		Alzheimer's Disease	C0002395
FAS gene	C1539477	ASSOCIATED_WITH		Lupus Nephritis	C0024143
FAS gene	C1539477	ASSOCIATED_WITH		Glomerulonephritis	C0017658
FAS gene	C1539477	ASSOCIATED_WITH		Rheumatoid Arthritis	C0003873
FAS gene	C1539477	ASSOCIATED_WITH		HIV Infections	C0019693
FAS gene	C1539477	ASSOCIATED_WITH		Diabetes Mellitus, Non-Insulin-Dependent	C0011860
FAS gene	C1539477	ASSOCIATED_WITH		Multiple Sclerosis	C0026769
FAS gene	C1539477	ASSOCIATED_WITH		Lupus Erythematosus, Systemic	C0024141
FAS gene	C1539477	ASSOCIATED_WITH		Autoimmune Lymphoproliferative Syndrome	C1328840
DSG1 gene	C1414168	ASSOCIATED_WITH		Dermatitis	C0011603
DSG1 gene	C1414168	ASSOCIATED_WITH	["32130224_fullText_92","27390132_fullText_139","21303839_fullText_145","28582438_fullText_193","28582438_fullText_200"]	Painful Bladder Syndrome	C1720830
CXCL2 gene	C0812310	ASSOCIATED_WITH		Rheumatoid Arthritis	C0003873
CXCL2 gene	C0812310	ASSOCIATED_WITH		Chronic Obstructive Airway Disease	C0024117
NDUFB11 gene	C1538052	ASSOCIATED_WITH		Mitochondrial Diseases	C0751651
NDUFB11 gene	C1538052	ASSOCIATED_WITH		MITOCHONDRIAL COMPLEX I DEFICIENCY	C1838979
NDUFB11 gene	C1538052	ASSOCIATED_WITH		MICROPHTHALMIA, SYNDROMIC 7	C0796070
BTD gene	C1412833	ASSOCIATED_WITH		Biotinidase Deficiency	C0220754
NAMPT gene	C1428933	ASSOCIATED_WITH		Colitis	C0009319
NAMPT gene	C1428933	ASSOCIATED_WITH		Obesity	C0028754
RPS6 gene	C1419741	ASSOCIATED_WITH		Hemimegalencephaly	C0431391
RICTOR gene	C1836945	ASSOCIATED_WITH		Ovarian Failure, Premature	C0085215
MTOR gene	C1414805	ASSOCIATED_WITH		Endocrine System Diseases	C0014130
MTOR gene	C1414805	ASSOCIATED_WITH		Left Ventricular Hypertrophy	C0149721
MTOR gene	C1414805	ASSOCIATED_WITH		Pulmonary Fibrosis	C0034069
MTOR gene	C1414805	ASSOCIATED_WITH		Hypertensive disease	C0020538
MTOR gene	C1414805	ASSOCIATED_WITH		Polycystic Kidney Diseases	C0022680
MTOR gene	C1414805	ASSOCIATED_WITH		Hemimegalencephaly	C0431391
MTOR gene	C1414805	ASSOCIATED_WITH		Diabetes Mellitus, Non-Insulin-Dependent	C0011860
C1QBP gene	C1412933	ASSOCIATED_WITH		Mitochondrial Diseases	C0751651
DGUOK gene	C1414038	ASSOCIATED_WITH		Hypertension, Portal	C0020541
DGUOK gene	C1414038	ASSOCIATED_WITH		Deoxyguanosine Kinase Deficiency	C3711385
DGUOK gene	C1414038	ASSOCIATED_WITH		Mitochondrial Diseases	C0751651
DGUOK gene	C1414038	ASSOCIATED_WITH		Depletion of mitochondrial DNA	C0342782
GTPBP3 gene	C1423020	ASSOCIATED_WITH		Leigh Disease	C0023264
GTPBP3 gene	C1423020	ASSOCIATED_WITH		Hypertrophic Cardiomyopathy	C0007194
RMND1 gene	C1826833	ASSOCIATED_WITH		Mitochondrial Diseases	C0751651
SLC25A26 gene	C1427063	ASSOCIATED_WITH		Mitochondrial Diseases	C0751651
DLK1 gene	C1414069	ASSOCIATED_WITH		Central Precocious Puberty	C0342543
NEFM gene	C1826396	ASSOCIATED_WITH		Alzheimer's Disease	C0002395
MEIS2 gene	C1417106	ASSOCIATED_WITH		Cleft Palate	C0008925
MEIS2 gene	C1417106	ASSOCIATED_WITH		Cardiac Malformation, Cleft Lip-Palate, Microcephaly and Digital Anomalies	C1832950
SFRP2 gene	C1419987	ASSOCIATED_WITH		Inflammatory Bowel Diseases	C0021390
ANXA1 gene	C1412417	ASSOCIATED_WITH		Hypertensive disease	C0020538
ANXA1 gene	C1412417	ASSOCIATED_WITH		Kidney Diseases	C0022658
G6PD gene	C1333652	ASSOCIATED_WITH		Bloch Sulzberger syndrome	C0021171
G6PD gene	C1333652	ASSOCIATED_WITH		Chronic granulomatous disease	C0018203
G6PD gene	C1333652	ASSOCIATED_WITH		Kidney Failure, Acute	C0022660
G6PD gene	C1333652	ASSOCIATED_WITH		Anemia, Hemolytic, Congenital	C0002881
G6PD gene	C1333652	ASSOCIATED_WITH		Anemia, Hemolytic, Congenital Nonspherocytic	C0002882
G6PD gene	C1333652	ASSOCIATED_WITH		Anemia	C0002871
G6PD gene	C1333652	ASSOCIATED_WITH		Anemia, Hemolytic	C0002878
G6PD gene	C1333652	ASSOCIATED_WITH		Malaria, Falciparum	C0024535
G6PD gene	C1333652	ASSOCIATED_WITH		Favism	C0015702
G6PD gene	C1333652	ASSOCIATED_WITH		Diabetes Mellitus	C0011849
G6PD gene	C1333652	ASSOCIATED_WITH		Malaria	C0024530
G6PD gene	C1333652	ASSOCIATED_WITH		Deficiency of glucose-6-phosphate dehydrogenase	C2939465
G6PD gene	C1333652	ASSOCIATED_WITH	["35502621_fullText_3"]	Phenylketonurias	C0031485
CENPE gene	C1413342	ASSOCIATED_WITH		Seckel syndrome	C0265202
DNMT3B gene	C1333242	ASSOCIATED_WITH		Rheumatoid Arthritis	C0003873
DNMT3B gene	C1333242	ASSOCIATED_WITH		Immune thrombocytopenic purpura	C0398650
DNMT3B gene	C1333242	ASSOCIATED_WITH		Immunologic Deficiency Syndromes	C0021051
DNMT3B gene	C1333242	ASSOCIATED_WITH		Muscular Dystrophy, Facioscapulohumeral	C0238288
BMP4 gene	C1412805	ASSOCIATED_WITH		Arthritis, Psoriatic	C0003872
BMP4 gene	C1412805	ASSOCIATED_WITH		Rheumatoid Arthritis	C0003873
BMP4 gene	C1412805	ASSOCIATED_WITH		Osteoporosis	C0029456
BMP4 gene	C1412805	ASSOCIATED_WITH		Cleft Lip, Congenital Healed	C1833563
PGK1 gene	C1418508	ASSOCIATED_WITH		Epileptic encephalopathy	C0543888
PGK1 gene	C1418508	ASSOCIATED_WITH		Menkes Kinky Hair Syndrome	C0022716
PGK1 gene	C1418508	ASSOCIATED_WITH		Anemia, Hemolytic	C0002878
PGK1 gene	C1418508	ASSOCIATED_WITH		Phosphoglycerate Kinase 1 Deficiency	C1970848
ISCA2 gene	C2239551	ASSOCIATED_WITH		Optic Atrophy	C0029124
ISCA2 gene	C2239551	ASSOCIATED_WITH		Mitochondrial Diseases	C0751651
ISCA2 gene	C2239551	ASSOCIATED_WITH		Multiple Mitochondrial Dysfunctions Syndrome	C3502075
UQCRC1 gene	C1442767	ASSOCIATED_WITH		Alzheimer's Disease	C0002395
YARS2 gene	C1823881	ASSOCIATED_WITH		Mitochondrial Diseases	C0751651
NDUFB10 gene	C1417633	ASSOCIATED_WITH		Mitochondrial Diseases	C0751651
NDUFB10 gene	C1417633	ASSOCIATED_WITH		MITOCHONDRIAL COMPLEX I DEFICIENCY	C1838979
citrate synthase gene	C1413745	ASSOCIATED_WITH		Heart failure	C0018801
citrate synthase gene	C1413745	ASSOCIATED_WITH		Obesity	C0028754
SQRDL gene	C1426907	ASSOCIATED_WITH		Leigh Disease	C0023264
OXCT1 gene	C1538557	ASSOCIATED_WITH		Succinyl-CoA:3-oxoacid CoA transferase deficiency	C0342792
ELAVL1 gene	C1414371	ASSOCIATED_WITH		Endometriosis	C0014175
AFG3L2 gene	C1412274	ASSOCIATED_WITH		Ataxia, Spinocerebellar	C0087012
AFG3L2 gene	C1412274	ASSOCIATED_WITH		Optic Atrophy	C0029124
AFG3L2 gene	C1412274	ASSOCIATED_WITH		Autosomal dominant cerebellar ataxia	C4087347
AFG3L2 gene	C1412274	ASSOCIATED_WITH		Spastic Ataxia	C1849156
GSTM1 gene	C0919534	ASSOCIATED_WITH		Bronchopulmonary Dysplasia	C0006287
GSTM1 gene	C0919534	ASSOCIATED_WITH		Infectious Mononucleosis	C0021345
GSTM1 gene	C0919534	ASSOCIATED_WITH		Angle Closure Glaucoma	C0017605
GSTM1 gene	C0919534	ASSOCIATED_WITH		Lynch Syndrome	C4552100
GSTM1 gene	C0919534	ASSOCIATED_WITH		Myocardial Ischemia	C0151744
GSTM1 gene	C0919534	ASSOCIATED_WITH		Thalassemia	C0039730
GSTM1 gene	C0919534	ASSOCIATED_WITH		Pterygium	C0033999
GSTM1 gene	C0919534	ASSOCIATED_WITH		Dermatologic disorders	C0037274
GSTM1 gene	C0919534	ASSOCIATED_WITH		Diabetes Mellitus, Insulin-Dependent	C0011854
GSTM1 gene	C0919534	ASSOCIATED_WITH		Non-alcoholic Fatty Liver Disease	C0400966
GSTM1 gene	C0919534	ASSOCIATED_WITH		Atherosclerosis	C0004153
GSTM1 gene	C0919534	ASSOCIATED_WITH		Exudative age-related macular degeneration	C0271084
GSTM1 gene	C0919534	ASSOCIATED_WITH		Graft-vs-Host Disease	C0018133
GSTM1 gene	C0919534	ASSOCIATED_WITH		Acute Chest Syndrome	C0742343
GSTM1 gene	C0919534	ASSOCIATED_WITH		Porphyria Cutanea Tarda	C0162566
GSTM1 gene	C0919534	ASSOCIATED_WITH		Keratosis	C0022593
GSTM1 gene	C0919534	ASSOCIATED_WITH		Hepatic Veno-Occlusive Disease	C0019156
GSTM1 gene	C0919534	ASSOCIATED_WITH		Systemic Scleroderma	C0036421
GSTM1 gene	C0919534	ASSOCIATED_WITH		Periodontitis	C0031099
GSTM1 gene	C0919534	ASSOCIATED_WITH		Asbestosis	C0003949
GSTM1 gene	C0919534	ASSOCIATED_WITH		Aplastic Anemia	C0002874
GSTM1 gene	C0919534	ASSOCIATED_WITH		Tuberculosis, Pulmonary	C0041327
GSTM1 gene	C0919534	ASSOCIATED_WITH		Oral Submucous Fibrosis	C0029172
GSTM1 gene	C0919534	ASSOCIATED_WITH		Exfoliation Syndrome	C0206368
GSTM1 gene	C0919534	ASSOCIATED_WITH		Asthma	C0004096
GSTM1 gene	C0919534	ASSOCIATED_WITH		Parkinson Disease	C0030567
GSTM1 gene	C0919534	ASSOCIATED_WITH		Diabetes Mellitus, Non-Insulin-Dependent	C0011860
GSTM1 gene	C0919534	ASSOCIATED_WITH		Chronic Obstructive Airway Disease	C0024117
GSTM1 gene	C0919534	ASSOCIATED_WITH		Diabetes Mellitus	C0011849
GSTM1 gene	C0919534	ASSOCIATED_WITH		Rheumatoid Arthritis	C0003873
GSTM1 gene	C0919534	ASSOCIATED_WITH		Coronary Arteriosclerosis	C0010054
GSTM1 gene	C0919534	ASSOCIATED_WITH		Lupus Erythematosus, Systemic	C0024141
GSTM1 gene	C0919534	ASSOCIATED_WITH		Glaucoma, Primary Open Angle	C0339573
GSTM1 gene	C0919534	ASSOCIATED_WITH		Inflammatory Bowel Diseases	C0021390
GSTM1 gene	C0919534	ASSOCIATED_WITH		Lung diseases	C0024115
GSTM1 gene	C0919534	ASSOCIATED_WITH		Liver Cirrhosis	C0023890
GSTM1 gene	C0919534	ASSOCIATED_WITH		Coronary heart disease	C0010068
GSTM1 gene	C0919534	ASSOCIATED_WITH		Kidney Failure, Chronic	C0022661
GSTM1 gene	C0919534	ASSOCIATED_WITH		Human papilloma virus infection	C0343641
GSTM1 gene	C0919534	ASSOCIATED_WITH		Cystic Fibrosis	C0010674
GSTM1 gene	C0919534	ASSOCIATED_WITH		Ulcerative Colitis	C0009324
GSTM1 gene	C0919534	ASSOCIATED_WITH		Multiple Sclerosis	C0026769
GSTM1 gene	C0919534	ASSOCIATED_WITH		Dermatitis, Atopic	C0011615
GSTM1 gene	C0919534	ASSOCIATED_WITH		Diabetic Retinopathy	C0011884
CRB1 gene	C1413701	ASSOCIATED_WITH		RETINITIS PIGMENTOSA 1	C0220701
CRB1 gene	C1413701	ASSOCIATED_WITH		Hereditary retinal dystrophy	C0154860
CRB1 gene	C1413701	ASSOCIATED_WITH		Retinal telangiectasia	C0154835
CRB1 gene	C1413701	ASSOCIATED_WITH		Amaurosis congenita of Leber, type 1	C2931258
CRB1 gene	C1413701	ASSOCIATED_WITH		Cone-Rod Dystrophies	C4085590
CRB1 gene	C1413701	ASSOCIATED_WITH		Retinal Dystrophies	C0854723
CRB1 gene	C1413701	ASSOCIATED_WITH		Pigmented Paravenous Chorioretinal Atrophy	C1868310
CRB1 gene	C1413701	ASSOCIATED_WITH		Leber Congenital Amaurosis	C0339527
CRB1 gene	C1413701	ASSOCIATED_WITH		Retinitis Pigmentosa	C0035334
RPGRIP1 gene	C1421991	ASSOCIATED_WITH		Amaurosis congenita of Leber, type 1	C2931258
RPGRIP1 gene	C1421991	ASSOCIATED_WITH		RETINITIS PIGMENTOSA 1	C0220701
RPGRIP1 gene	C1421991	ASSOCIATED_WITH		Nystagmus	C0028738
RPGRIP1 gene	C1421991	ASSOCIATED_WITH		Retinal Dystrophies	C0854723
RPGRIP1 gene	C1421991	ASSOCIATED_WITH		Cone-Rod Dystrophies	C4085590
RPGRIP1 gene	C1421991	ASSOCIATED_WITH		Leber Congenital Amaurosis	C0339527
RPGRIP1 gene	C1421991	ASSOCIATED_WITH		Retinitis Pigmentosa	C0035334
TBX1 gene	C1420603	ASSOCIATED_WITH		Epilepsy	C0014544
TBX1 gene	C1420603	ASSOCIATED_WITH		Hypoparathyroidism	C0020626
TBX1 gene	C1420603	ASSOCIATED_WITH		Shprintzen syndrome	C0220704
TBX1 gene	C1420603	ASSOCIATED_WITH		DiGeorge Syndrome	C0012236
TBX1 gene	C1420603	ASSOCIATED_WITH		CONOTRUNCAL ANOMALY FACE SYNDROME	C0795907
TMEM67 gene	C1823331	ASSOCIATED_WITH		Renal cyst	C3887499
TMEM67 gene	C1823331	ASSOCIATED_WITH		Hypertension, Portal	C0020541
TMEM67 gene	C1823331	ASSOCIATED_WITH		RHYNS syndrome	C1865794
TMEM67 gene	C1823331	ASSOCIATED_WITH		Kidney Diseases	C0022658
TMEM67 gene	C1823331	ASSOCIATED_WITH		Cystic Kidney Diseases	C1691228
TMEM67 gene	C1823331	ASSOCIATED_WITH		Cystic kidney	C0022679
TMEM67 gene	C1823331	ASSOCIATED_WITH		Bardet-Biedl Syndrome	C0752166
TMEM67 gene	C1823331	ASSOCIATED_WITH		Nephronophthisis	C0687120
TMEM67 gene	C1823331	ASSOCIATED_WITH		Familial aplasia of the vermis	C0431399
TMEM67 gene	C1823331	ASSOCIATED_WITH		Meckel-Gruber syndrome	C0265215
TMEM67 gene	C1823331	ASSOCIATED_WITH		COACH syndrome	C1857662
MKS1 gene	C1417186	ASSOCIATED_WITH		Cystic Kidney Diseases	C1691228
MKS1 gene	C1417186	ASSOCIATED_WITH		Polycystic Kidney Diseases	C0022680
MKS1 gene	C1417186	ASSOCIATED_WITH		Chronic Kidney Diseases	C1561643
MKS1 gene	C1417186	ASSOCIATED_WITH		Familial aplasia of the vermis	C0431399
MKS1 gene	C1417186	ASSOCIATED_WITH		Bardet-Biedl Syndrome	C0752166
MKS1 gene	C1417186	ASSOCIATED_WITH		Meckel syndrome type 1	C3714506
MKS1 gene	C1417186	ASSOCIATED_WITH		Meckel-Gruber syndrome	C0265215
TMEM216 gene	C2680482	ASSOCIATED_WITH		Cystic Kidney Diseases	C1691228
TMEM216 gene	C2680482	ASSOCIATED_WITH		Familial aplasia of the vermis	C0431399
TMEM216 gene	C2680482	ASSOCIATED_WITH		Meckel-Gruber syndrome	C0265215
CSPP1 gene	C1824808	ASSOCIATED_WITH		Meckel-Gruber syndrome	C0265215
CSPP1 gene	C1824808	ASSOCIATED_WITH		Familial aplasia of the vermis	C0431399
RPGRIP1L gene	C2242767	ASSOCIATED_WITH		Cystic kidney	C0022679
RPGRIP1L gene	C2242767	ASSOCIATED_WITH		COACH syndrome	C1857662
RPGRIP1L gene	C2242767	ASSOCIATED_WITH		Leber Congenital Amaurosis	C0339527
RPGRIP1L gene	C2242767	ASSOCIATED_WITH		Kidney Diseases	C0022658
RPGRIP1L gene	C2242767	ASSOCIATED_WITH		Familial aplasia of the vermis	C0431399
RPGRIP1L gene	C2242767	ASSOCIATED_WITH		Nephronophthisis	C0687120
RPGRIP1L gene	C2242767	ASSOCIATED_WITH		Meckel-Gruber syndrome	C0265215
CELSR2 gene	C1414309	ASSOCIATED_WITH		Coronary heart disease	C0010068
CELSR2 gene	C1414309	ASSOCIATED_WITH		Coronary Arteriosclerosis	C0010054
SPG7 gene	C1420354	ASSOCIATED_WITH		Mitochondrial Diseases	C0751651
SPG7 gene	C1420354	ASSOCIATED_WITH		Lateral Sclerosis	C0154682
SPG7 gene	C1420354	ASSOCIATED_WITH		Spastic Ataxia	C1849156
SPG7 gene	C1420354	ASSOCIATED_WITH		Spastic Paraplegia	C0037772
SPG7 gene	C1420354	ASSOCIATED_WITH		Spastic Paraplegia, Hereditary	C0037773
EXOSC3 gene	C1425194	ASSOCIATED_WITH		Pontocerebellar Hypoplasia Type 1	C1843504
EXOSC3 gene	C1425194	ASSOCIATED_WITH		Pontoneocerebellar hypoplasia	C1261175
BCAT1 gene	C1412751	CAUSES__SPEC__	["32145091_fullText_62"]	Hepatitis, Autoimmune	C0241910
BCAT1 gene	C1412751	CAUSES__SPEC__	["32145091_fullText_62"]	Viral hepatitis	C0042721
BCAT1 gene	C1412751	CAUSES	["32145091_fullText_62"]	Hepatitis	C0019158
NHS gene	C1417725	ASSOCIATED_WITH		Nance-Horan syndrome	C0796085
NHS gene	C1417725	ASSOCIATED_WITH		Cataract, congenital, with microcornea or slight microphthalmia	C2930878
MAF gene	C0919481	ASSOCIATED_WITH		Cataracts, Congenital, with Sensorineural Deafness, Down Syndrome-Like Facial Appearance, Short Stature, and Mental Retardation	C1832812
POLG2 gene	C1418732	ASSOCIATED_WITH		Liver Failure, Acute	C0162557
POLG2 gene	C1418732	CAUSES	["31479473_fullText_8"]	Mitochondrial Diseases	C0751651
MGME1 gene	C1424082	ASSOCIATED_WITH		Mitochondrial Diseases	C0751651
MGME1 gene	C1424082	CAUSES	["36056365_fullText_85"]	Mitochondrial Diseases	C0751651
PDGFB gene	C0751995	ASSOCIATED_WITH		Fahr's syndrome (disorder)	C0393590
PDGFB gene	C0751995	ASSOCIATED_WITH		Basal Ganglia Diseases	C0004782
PDGFB gene	C0751995	ASSOCIATED_WITH		Thrombocythemia, Essential	C0040028
PDGFB gene	C0751995	ASSOCIATED_WITH		Retinal Diseases	C0035309
PDGFB gene	C0751995	ASSOCIATED_WITH		Pulmonary Fibrosis	C0034069
TUB gene	C1421225	ASSOCIATED_WITH		Retinitis Pigmentosa	C0035334
TUB gene	C1421225	ASSOCIATED_WITH		Retinal Dystrophies	C0854723
HIF1A gene	C1333897	ASSOCIATED_WITH		Idiopathic Pulmonary Fibrosis	C1800706
HIF1A gene	C1333897	ASSOCIATED_WITH		Enchondromatosis	C0014084
HIF1A gene	C1333897	ASSOCIATED_WITH		Hypoxia-Ischemia, Brain	C0752308
HIF1A gene	C1333897	ASSOCIATED_WITH		Congestive heart failure	C0018802
HIF1A gene	C1333897	ASSOCIATED_WITH		Lung diseases	C0024115
HIF1A gene	C1333897	ASSOCIATED_WITH		Liver Cirrhosis	C0023890
HIF1A gene	C1333897	ASSOCIATED_WITH		Heart failure	C0018801
HIF1A gene	C1333897	ASSOCIATED_WITH		Hypertensive disease	C0020538
HIF1A gene	C1333897	ASSOCIATED_WITH		Pulmonary Hypertension	C0020542
HIF1A gene	C1333897	ASSOCIATED_WITH		Myocardial Infarction	C0027051
HIF1A gene	C1333897	ASSOCIATED_WITH		Chronic Obstructive Airway Disease	C0024117
HIF1A gene	C1333897	ASSOCIATED_WITH		Diabetes Mellitus, Non-Insulin-Dependent	C0011860
CALY gene	C1539311	ASSOCIATED_WITH		Essential Hypertension	C0085580
IL19 gene	C1334110	ASSOCIATED_WITH		Rheumatoid Arthritis	C0003873
IL19 gene	C1334110	ASSOCIATED_WITH		Inflammatory Bowel Diseases	C0021390
ATP5I gene	C1412667	ASSOCIATED_WITH		Heart Diseases	C0018799
USP19 gene	C1421396	AUGMENTS	["35449354_fullText_7"]	Pulmonary Hypertension, Primary, 1, With Hereditary Hemorrhagic Telangiectasia	C3714844
HADH gene	C1415458	ASSOCIATED_WITH		Obesity	C0028754
HADH gene	C1415458	ASSOCIATED_WITH		3-Hydroxyacyl-CoA Dehydrogenase Deficiency	C1291230
HADH gene	C1415458	ASSOCIATED_WITH		Hyperinsulinism	C0020459
ANKH gene	C1423529	ASSOCIATED_WITH		Calcium pyrophosphate deposition disease	C0553730
ANKH gene	C1423529	ASSOCIATED_WITH		CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL DOMINANT	C1852502
ESRRA gene	C1414463	ASSOCIATED_WITH		Amyotrophic Lateral Sclerosis	C0002736
ESRRA gene	C1414463	ASSOCIATED_WITH		Metabolic Diseases	C0025517
TXNIP gene	C1424661	ASSOCIATED_WITH		Rheumatoid Arthritis	C0003873
TXNIP gene	C1424661	ASSOCIATED_WITH		Endometriosis	C0014175
TXNIP gene	C1424661	ASSOCIATED_WITH		Diabetic Nephropathy	C0011881
ATP5O gene	C1412671	ASSOCIATED_WITH		Leigh Disease	C0023264
ASPA gene	C1412591	ASSOCIATED_WITH		Canavan Disease, Juvenile	C0751667
ASPA gene	C1412591	ASSOCIATED_WITH		Canavan Disease	C0206307
ISCU gene	C1825620	ASSOCIATED_WITH		Myopathy	C0026848
IDH1 gene	C1415876	ASSOCIATED_WITH		Liver Failure, Acute	C0162557
IDH1 gene	C1415876	ASSOCIATED_WITH		Enchondromatosis	C0014084
IDH1 gene	C1415876	ASSOCIATED_WITH		Maffucci Syndrome	C0024454
LDHB gene	C1416817	ASSOCIATED_WITH		Acute Coronary Syndrome	C0948089
GDAP1 gene	C1423872	ASSOCIATED_WITH		Peripheral axonal neuropathy	C1263857
GDAP1 gene	C1423872	ASSOCIATED_WITH		Roussy-Levy Syndrome (disorder)	C0205713
GDAP1 gene	C1423872	ASSOCIATED_WITH		Charcot-Marie-Tooth disease type 4	C4082197
